customer_id,age,gender,tenure_months,monthly_charges,total_charges,data_usage_gb,call_minutes,sms_count,num_complaints,contract_type,payment_method,internet_service,churn
2573,18,Female,43,83.39,3624.25,11.2,390,120,1,Month-to-month,Bank transfer,DSL,No
2574,42,Female,49,68.36,3465.72,32.3,387,254,0,Two year,Credit card,Fiber optic,No
2575,60,Female,25,74.25,1936.13,19.9,146,126,0,Month-to-month,Mailed check,DSL,No
2576,57,Male,74,97.17,7350.34,22.3,612,102,1,Month-to-month,Mailed check,Fiber optic,No
2577,59,Female,76,39.66,3132.27,37,73,63,0,Two year,Mailed check,Fiber optic,Yes
2578,42,Male,41,42.78,1717.39,37.4,571,73,0,Two year,Electronic check,Fiber optic,No
2579,56,Female,71,61.62,4452.77,49.7,62,86,3,Two year,Electronic check,Fiber optic,No
2580,52,Male,64,63.89,4283.91,18.9,528,306,0,Month-to-month,Credit card,DSL,Yes
2581,20,Female,61,83.39,5143.15,23.1,67,215,0,Month-to-month,Credit card,Fiber optic,No
2582,67,Male,12,47.23,562.67,8.3,188,264,1,Two year,Credit card,DSL,No
2583,54,Male,81,49.23,3893,16.7,558,174,1,One year,Electronic check,Fiber optic,No
2584,61,Male,69,81.59,5525.43,11.1,70,231,5,Month-to-month,Electronic check,DSL,Yes
2585,61,Male,14,79.64,1081.79,35.1,365,239,1,Month-to-month,Mailed check,Fiber optic,No
2586,68,Male,34,64.28,2229.86,15.7,523,179,1,Two year,Bank transfer,Fiber optic,No
2587,47,Male,48,35.33,1733.83,17.4,607,73,1,Two year,Bank transfer,DSL,No
2588,55,Female,61,66.21,4151.71,16.8,617,205,4,One year,Electronic check,DSL,No
2589,51,Female,81,52.27,4220.09,24,569,346,0,One year,Bank transfer,Fiber optic,No
2590,29,Female,35,65.43,2207.21,39.8,450,282,2,Month-to-month,Mailed check,Fiber optic,Yes
2591,36,Female,65,60.57,3906.31,31.3,421,350,0,One year,Bank transfer,Fiber optic,No
2592,54,Male,59,65.9,3984.74,10.9,135,142,1,One year,Credit card,Fiber optic,No
2593,61,Female,36,96.88,3611.77,16.8,378,294,1,Month-to-month,Mailed check,DSL,No
2594,66,Male,79,44.42,3362.2,44.4,542,164,1,Two year,Electronic check,Fiber optic,No
2595,34,Male,19,35.99,666.3,13,566,352,0,Two year,Credit card,Fiber optic,No
2596,27,Male,42,89.37,3926.94,20.2,489,56,1,Month-to-month,Electronic check,Fiber optic,Yes
2597,66,Female,69,63.76,4369.51,35,94,257,1,Two year,Electronic check,Fiber optic,No
2598,64,Male,19,65.54,1191.8,19.2,632,305,2,One year,Credit card,DSL,No
2599,29,Female,39,67.24,2544.66,3.6,472,394,3,One year,Mailed check,DSL,Yes
2600,33,Female,69,39.46,2811.93,26.8,668,272,0,Two year,Electronic check,Fiber optic,No
2601,41,Female,52,76.28,4069.49,38.2,234,166,1,Month-to-month,Credit card,Fiber optic,No
2602,36,Female,12,44.4,517.75,30.4,413,296,1,Two year,Credit card,Fiber optic,No
2603,25,Female,83,67.75,5399.2,17,334,314,0,Month-to-month,Electronic check,DSL,No
2604,48,Male,47,40.58,1827.04,37.9,252,134,0,Two year,Electronic check,Fiber optic,No
2605,38,Male,76,94.64,7192.4,29,422,339,0,Month-to-month,Mailed check,Fiber optic,No
2606,34,Female,36,76.11,2793.54,35.4,535,307,0,Month-to-month,Credit card,Fiber optic,No
2607,40,Male,63,98.15,6074.46,18.5,574,25,0,Month-to-month,Bank transfer,DSL,Yes
2608,54,Female,76,63.06,4594.25,11.4,476,24,0,Month-to-month,Bank transfer,DSL,No
2609,33,Male,82,83.48,6839.89,18.3,611,137,0,Month-to-month,Electronic check,Fiber optic,No
2610,23,Male,51,91.1,4515.53,17.3,233,169,3,Month-to-month,Electronic check,Fiber optic,Yes
2611,25,Male,43,43.29,1802.07,5.2,111,339,0,Two year,Mailed check,DSL,No
2612,42,Male,34,69.61,2431.74,44.8,149,228,0,Two year,Bank transfer,Fiber optic,No
2613,35,Male,49,66.83,3308.86,16.3,245,335,1,Two year,Electronic check,Fiber optic,No
2614,42,Male,18,48.68,860.04,13.3,517,277,0,Two year,Electronic check,DSL,No
2615,29,Male,61,43.89,2666.73,3,61,279,0,Two year,Bank transfer,DSL,No
2616,32,Male,57,68.96,3822.2,2.6,415,116,4,Month-to-month,Electronic check,DSL,No
2617,43,Male,5,69.31,348.69,44.1,382,81,0,Two year,Bank transfer,Fiber optic,Yes
2618,58,Male,24,49.25,1212.38,40,395,276,0,Two year,Bank transfer,Fiber optic,Yes
2619,62,Male,64,99.82,6342.74,25.5,87,28,1,Month-to-month,Mailed check,Fiber optic,No
2620,43,Male,59,48.6,2834.06,15.6,584,371,0,One year,Bank transfer,DSL,No
2621,64,Male,38,61.21,2268.24,15.6,417,387,2,Month-to-month,Electronic check,DSL,Yes
2622,49,Female,33,61.67,1999.18,5.3,167,16,0,Two year,Credit card,DSL,No
2623,27,Male,10,58.77,579.48,17.3,399,355,0,One year,Credit card,DSL,No
2624,33,Male,37,39.24,1424.7,5.2,187,153,1,Two year,Credit card,DSL,No
2625,24,Male,11,93.61,987.52,21.1,638,227,3,Month-to-month,Mailed check,Fiber optic,Yes
2626,34,Male,24,84.47,1955.88,47.8,379,145,1,Month-to-month,Electronic check,Fiber optic,No
2627,40,Male,71,59.84,4459.47,11.1,208,151,0,Two year,Mailed check,Fiber optic,No
2628,43,Male,21,88.67,1836.57,49.2,221,93,0,Month-to-month,Mailed check,Fiber optic,Yes
2629,38,Female,20,88.19,1817.66,33.5,470,124,0,Month-to-month,Mailed check,Fiber optic,Yes
2630,39,Female,10,61.58,629.18,3.1,458,149,1,One year,Electronic check,DSL,No
2631,24,Female,47,69.62,3293.13,44.7,526,104,0,Two year,Electronic check,Fiber optic,No
2632,31,Male,47,80.93,3784.62,17,70,224,1,Month-to-month,Electronic check,DSL,No
2633,32,Male,15,64.5,983.49,12.7,192,48,3,Month-to-month,Credit card,DSL,Yes
2634,24,Male,44,56.18,2492.74,15.7,283,127,1,One year,Bank transfer,Fiber optic,No
2635,26,Female,62,77.81,4937.06,45.2,424,284,2,Month-to-month,Electronic check,Fiber optic,Yes
2636,68,Male,6,69.28,436.21,45.1,531,304,0,Month-to-month,Electronic check,Fiber optic,No
2637,65,Male,66,55.39,3588.07,40.1,636,115,1,Two year,Mailed check,Fiber optic,No
2638,25,Female,76,53.67,4011.19,39,313,52,2,One year,Electronic check,Fiber optic,No
2639,67,Female,4,44.23,180.27,17.3,659,192,0,Two year,Bank transfer,DSL,No
2640,40,Male,23,76.6,1822.5,6.8,666,216,1,Month-to-month,Credit card,DSL,No
2641,46,Male,13,54.17,682.38,13.7,203,19,0,One year,Electronic check,Fiber optic,No
2642,35,Male,81,60.19,5048.31,33.7,582,155,1,Two year,Credit card,Fiber optic,No
2643,48,Male,31,47.69,1537,16.4,357,208,1,One year,Electronic check,DSL,No
2644,47,Female,16,88.02,1393.51,21.9,99,317,0,Month-to-month,Credit card,Fiber optic,No
2645,69,Male,41,50.9,2038.18,42.6,417,374,0,Two year,Electronic check,Fiber optic,No
2646,56,Male,1,58.29,57.71,5.7,273,57,2,One year,Mailed check,DSL,No
2647,52,Female,12,57.13,664.08,25.2,387,219,0,Two year,Credit card,Fiber optic,No
2648,35,Male,56,95.95,5136.34,6.2,75,150,1,Month-to-month,Mailed check,DSL,Yes
2649,59,Male,50,53.93,2776.65,15.3,612,115,1,One year,Mailed check,Fiber optic,No
2650,56,Female,20,66.07,1330.63,31.2,101,215,3,Two year,Electronic check,Fiber optic,No
2651,34,Female,66,63.3,4175.34,32,490,368,0,One year,Mailed check,Fiber optic,No
2652,31,Male,36,63.51,2220.97,5.9,426,325,1,Month-to-month,Mailed check,DSL,No
2653,48,Female,79,89.03,7070.24,6.2,517,370,1,Month-to-month,Electronic check,DSL,Yes
2654,41,Female,38,62.85,2364.81,12.6,512,395,1,Month-to-month,Mailed check,Fiber optic,No
2655,52,Male,22,88.09,1939.18,13.9,345,198,2,Month-to-month,Credit card,DSL,Yes
2656,61,Female,61,79.16,4631.16,39.8,193,79,0,One year,Credit card,Fiber optic,No
2657,62,Male,50,82.63,4306.18,11.8,212,300,0,Month-to-month,Bank transfer,Fiber optic,No
2658,51,Male,59,66.42,4022.3,15.8,331,243,1,Month-to-month,Bank transfer,Fiber optic,No
2659,20,Male,20,74.84,1532.9,11.8,378,205,0,Month-to-month,Bank transfer,Fiber optic,Yes
2660,54,Male,36,64.16,2328.65,29.9,513,204,0,Month-to-month,Bank transfer,Fiber optic,No
2661,60,Female,15,54.34,792.9,43,236,66,0,One year,Mailed check,Fiber optic,No
2662,57,Male,62,64.99,3869.65,6.7,640,295,2,One year,Credit card,DSL,No
2663,43,Male,3,52.35,154.87,2.7,645,276,0,Two year,Bank transfer,DSL,No
2664,40,Male,5,64.29,318.65,7.6,436,387,2,Month-to-month,Mailed check,DSL,No
2665,61,Male,56,48.04,2760.46,13.3,694,314,0,One year,Electronic check,Fiber optic,No
2666,56,Female,31,85.58,2559.63,6.1,473,303,1,Month-to-month,Credit card,DSL,Yes
2667,32,Female,35,66.28,2393.3,30,126,173,0,Month-to-month,Electronic check,Fiber optic,No
2668,66,Female,71,67.29,4750.31,17.5,481,207,0,One year,Bank transfer,DSL,No
2669,21,Male,70,61.51,4434.85,15.3,284,230,0,Two year,Bank transfer,DSL,No
2670,46,Female,26,95.12,2471.81,5.6,504,265,2,Month-to-month,Bank transfer,DSL,No
2671,39,Female,1,62.38,59.58,48.8,505,223,1,Month-to-month,Credit card,Fiber optic,No
2672,42,Male,83,76.18,6391.28,19.3,460,274,3,One year,Electronic check,Fiber optic,Yes
2673,30,Female,7,63.43,440.78,10.2,378,127,1,One year,Electronic check,DSL,No
2674,35,Male,36,60.62,2173.44,41.8,401,340,1,Month-to-month,Credit card,Fiber optic,No
2675,50,Female,76,48.55,3794.07,13.7,286,29,1,One year,Bank transfer,DSL,No
2676,33,Female,25,49.82,1210.95,41.7,85,210,0,Two year,Bank transfer,Fiber optic,No
2677,62,Female,59,74.23,4171.82,45.4,88,173,0,Month-to-month,Mailed check,Fiber optic,No
2678,59,Female,61,63.38,3783.5,16.3,508,60,0,Month-to-month,Credit card,DSL,No
2679,61,Male,29,85.06,2381.66,45.8,213,340,0,Month-to-month,Electronic check,Fiber optic,No
2680,19,Male,18,53.78,952.92,25.7,163,33,0,One year,Mailed check,Fiber optic,No
2681,52,Female,41,88.07,3505.44,26.1,568,125,1,Month-to-month,Electronic check,Fiber optic,Yes
2682,59,Male,19,64.68,1179.4,7,664,363,3,Two year,Electronic check,DSL,Yes
2683,51,Female,4,60.3,249.1,42,198,255,2,One year,Mailed check,Fiber optic,No
2684,47,Female,65,83.97,5299.46,11.3,137,131,1,Month-to-month,Electronic check,Fiber optic,No
2685,30,Female,41,80.58,3258.79,9.1,236,341,0,Month-to-month,Mailed check,DSL,No
2686,30,Female,15,74.99,1068.82,34.8,359,25,0,One year,Mailed check,Fiber optic,No
2687,35,Female,54,69.67,3864.4,34.3,584,167,2,Month-to-month,Mailed check,Fiber optic,No
2688,49,Female,64,49.02,3125.76,29.2,185,148,0,Two year,Bank transfer,Fiber optic,No
2689,49,Male,72,95.8,7149.14,34.7,355,361,1,Month-to-month,Bank transfer,Fiber optic,No
2690,52,Male,15,88.95,1274.59,22.9,288,262,3,Month-to-month,Credit card,Fiber optic,Yes
2691,56,Female,79,76.11,5810.55,11.5,339,178,0,One year,Credit card,DSL,No
2692,63,Male,50,93.31,4552.45,7.4,389,228,1,Month-to-month,Mailed check,DSL,No
2693,69,Female,22,59.53,1360.5,19.9,401,89,2,One year,Credit card,Fiber optic,No
2694,46,Male,18,85.37,1514.23,27.2,446,307,0,Month-to-month,Bank transfer,Fiber optic,No
2695,66,Male,80,45.58,3532.23,40.3,536,234,0,One year,Bank transfer,Fiber optic,No
2696,46,Male,2,75.35,155.24,23,69,95,2,One year,Mailed check,Fiber optic,Yes
2697,61,Female,36,74.49,2628.63,8.4,441,90,3,One year,Bank transfer,DSL,Yes
2698,33,Male,20,54.18,1067.31,37.9,660,131,0,One year,Mailed check,Fiber optic,No
2699,61,Female,16,94.63,1537.49,9,274,289,0,Month-to-month,Credit card,DSL,Yes
2700,64,Female,67,98.75,6539.38,20.4,665,18,1,Month-to-month,Bank transfer,Fiber optic,Yes
2701,27,Female,30,60.89,1738.37,39.4,492,127,0,Month-to-month,Mailed check,Fiber optic,No
2702,47,Male,55,61.11,3525.46,35,230,307,0,Month-to-month,Mailed check,Fiber optic,No
2703,42,Male,66,63.06,4053.19,30.9,193,392,2,Two year,Electronic check,Fiber optic,Yes
2704,56,Male,26,98.17,2487.17,18,151,341,1,Month-to-month,Mailed check,DSL,No
2705,37,Female,57,64.08,3518.85,25.2,372,65,1,One year,Mailed check,Fiber optic,No
2706,22,Female,69,93.59,6236.83,18.2,599,35,1,Month-to-month,Bank transfer,Fiber optic,No
2707,18,Male,2,75.78,151.59,9.3,274,147,1,One year,Electronic check,DSL,No
2708,47,Female,56,39.7,2320.96,9.5,193,167,4,Two year,Electronic check,DSL,No
2709,66,Male,62,80.53,5091.32,3.9,400,53,1,Month-to-month,Electronic check,DSL,Yes
2710,20,Male,34,36.59,1263.66,31.5,413,135,0,Two year,Bank transfer,Fiber optic,No
2711,62,Male,56,70.09,3870.67,5.3,202,303,0,Month-to-month,Credit card,DSL,Yes
2712,31,Male,55,94.35,5351.73,15.8,357,37,0,Month-to-month,Mailed check,Fiber optic,No
2713,47,Female,20,63,1256.64,15.6,668,265,0,One year,Electronic check,DSL,No
2714,67,Male,50,96.28,4793.55,12.6,506,284,2,Month-to-month,Electronic check,DSL,No
2715,21,Male,25,48.35,1268.52,35.8,320,111,1,Two year,Bank transfer,Fiber optic,No
2716,35,Male,25,61.06,1543.13,11.5,358,334,0,Month-to-month,Bank transfer,Fiber optic,No
2717,54,Male,53,63.02,3463.03,5.6,310,134,5,Two year,Electronic check,DSL,Yes
2718,42,Male,14,95.51,1340.43,30.7,559,240,0,Month-to-month,Credit card,Fiber optic,No
2719,65,Male,60,51.61,2991.85,4.5,574,21,0,One year,Bank transfer,DSL,No
2720,18,Male,43,69.24,3122.39,43.1,372,163,0,Two year,Electronic check,Fiber optic,Yes
2721,63,Female,62,67.31,4238.19,11.8,658,384,0,Month-to-month,Credit card,DSL,Yes
2722,32,Female,76,79.96,5863.47,4,68,51,0,Month-to-month,Bank transfer,DSL,Yes
2723,26,Female,69,46.19,3263.62,24.8,464,155,0,Two year,Credit card,Fiber optic,No
2724,32,Female,63,73.33,4591.68,34.2,145,48,0,Month-to-month,Electronic check,Fiber optic,No
2725,66,Male,2,64.65,133.47,49.9,627,101,0,One year,Credit card,Fiber optic,No
2726,41,Female,54,47.26,2495.15,41.5,170,17,4,Two year,Electronic check,Fiber optic,No
2727,21,Female,16,73.97,1235.87,12,257,353,0,One year,Bank transfer,Fiber optic,No
2728,29,Female,55,74.62,4020.88,6.8,419,249,0,Month-to-month,Mailed check,DSL,No
2729,54,Male,43,61.54,2777.81,12.2,433,176,2,Month-to-month,Mailed check,DSL,No
2730,54,Female,61,65.45,4072.37,18,310,295,2,Month-to-month,Electronic check,DSL,No
2731,60,Female,38,88.3,3513.54,13,407,166,4,Month-to-month,Mailed check,DSL,No
2732,23,Male,45,71.69,3298.37,9.8,463,343,1,Month-to-month,Electronic check,DSL,No
2733,56,Female,51,66.78,3492.34,12.7,98,330,0,Two year,Mailed check,DSL,No
2734,63,Male,42,90.52,3657.89,15.4,107,217,1,Month-to-month,Mailed check,DSL,Yes
2735,41,Female,24,39.87,910.47,47.7,451,355,1,Two year,Bank transfer,Fiber optic,No
2736,28,Male,30,43.63,1254.76,45,469,188,1,Two year,Electronic check,Fiber optic,No
2737,30,Female,37,36.73,1350.49,32.4,154,325,0,Two year,Credit card,Fiber optic,No
2738,51,Female,53,92.05,4830.88,15.1,617,248,3,Month-to-month,Bank transfer,DSL,Yes
2739,42,Female,63,69.03,4211.4,14.6,210,395,1,One year,Credit card,Fiber optic,No
2740,24,Male,11,76.81,806.34,37.4,563,184,1,Month-to-month,Bank transfer,Fiber optic,Yes
2741,69,Female,78,65.02,5168.98,25.7,209,317,0,Month-to-month,Electronic check,Fiber optic,Yes
2742,21,Male,23,60.27,1344.33,17.9,573,238,0,One year,Credit card,DSL,No
2743,25,Male,80,63.13,5292.09,19.4,600,303,0,Two year,Bank transfer,DSL,No
2744,37,Male,50,90.87,4363.33,34.1,612,67,1,Month-to-month,Mailed check,Fiber optic,Yes
2745,46,Male,55,63.5,3444.85,6.3,695,304,0,Month-to-month,Credit card,DSL,No
2746,68,Female,55,60.22,3305.12,14,64,173,3,Month-to-month,Bank transfer,DSL,No
2747,62,Female,4,44.08,171.36,15.8,273,200,0,Two year,Bank transfer,Fiber optic,Yes
2748,63,Female,54,53.38,2883.48,49.2,350,41,2,Two year,Credit card,Fiber optic,No
2749,27,Male,61,83.2,4884.61,30.3,320,322,0,Month-to-month,Mailed check,Fiber optic,No
2750,60,Female,78,93.55,6933.25,43.6,152,292,0,Month-to-month,Credit card,Fiber optic,No
2751,51,Male,83,52.05,4405.78,11.9,317,275,0,Two year,Credit card,DSL,No
2752,43,Male,5,93.07,480.92,3,534,118,0,Month-to-month,Credit card,DSL,Yes
2753,58,Male,18,48.52,879.88,6,340,304,0,One year,Bank transfer,DSL,No
2754,66,Female,44,77.07,3299.01,45.6,699,70,0,Month-to-month,Mailed check,Fiber optic,No
2755,20,Female,31,75.1,2303.55,4,220,192,0,Month-to-month,Credit card,DSL,Yes
2756,23,Male,21,62.87,1336.94,44.5,208,374,0,One year,Credit card,Fiber optic,No
2757,22,Female,47,45.88,2055.56,21,464,59,0,Two year,Credit card,Fiber optic,No
2758,22,Female,30,76.68,2207.06,38.3,453,321,1,Month-to-month,Credit card,Fiber optic,Yes
2759,64,Male,55,90.35,5196.94,16.5,417,46,1,Month-to-month,Credit card,DSL,No
2760,40,Male,68,95.23,6591.25,8.1,378,68,1,Month-to-month,Credit card,DSL,Yes
2761,66,Female,69,75.13,5286.09,44.6,510,266,1,One year,Mailed check,Fiber optic,No
2762,26,Male,41,56.56,2226.78,2.2,364,48,0,Two year,Mailed check,DSL,No
2763,52,Male,45,35.5,1554.84,22.6,138,51,1,Two year,Mailed check,Fiber optic,No
2764,37,Female,74,86.14,6304.97,47.2,364,116,4,Month-to-month,Electronic check,Fiber optic,Yes
2765,66,Female,80,55.76,4329.31,23.6,521,357,4,Two year,Electronic check,Fiber optic,Yes
2766,59,Male,30,97.05,3001.6,39.2,122,236,0,Month-to-month,Bank transfer,Fiber optic,Yes
2767,52,Female,77,69.34,5396.01,17.6,206,393,1,Month-to-month,Mailed check,DSL,Yes
2768,67,Male,45,64.37,2808.83,7,379,54,0,Two year,Mailed check,DSL,No
2769,35,Male,45,83.51,3859.76,27.1,135,138,0,Month-to-month,Mailed check,Fiber optic,No
2770,34,Female,79,92.1,7305.53,33,478,294,1,Month-to-month,Credit card,Fiber optic,No
2771,41,Male,45,76.05,3322.27,13.6,679,132,0,Month-to-month,Credit card,DSL,No
2772,20,Male,55,73.35,4172.57,14,313,243,2,One year,Bank transfer,Fiber optic,No
2773,49,Male,59,76.52,4383.74,31.8,464,171,0,One year,Mailed check,Fiber optic,No
2774,52,Female,5,83.69,426.43,16.1,475,39,0,Month-to-month,Credit card,Fiber optic,No
2775,55,Female,32,61.4,1945.13,41.5,99,330,2,Two year,Mailed check,Fiber optic,No
2776,30,Female,6,61.09,375.68,44.2,209,101,0,Two year,Mailed check,Fiber optic,Yes
2777,64,Male,26,62.59,1614.88,13.8,695,174,0,Two year,Credit card,Fiber optic,No
2778,42,Male,37,98.67,3572.89,38.1,547,211,1,Month-to-month,Credit card,Fiber optic,No
2779,26,Female,13,83.72,1138.53,39.3,548,100,3,Month-to-month,Electronic check,Fiber optic,Yes
2780,21,Female,69,83.84,5934.63,12.6,209,169,0,Month-to-month,Credit card,Fiber optic,No
2781,31,Female,25,49.33,1273.66,8.5,81,262,0,One year,Electronic check,DSL,No
2782,54,Male,13,36.75,468.81,12,476,255,0,Two year,Credit card,DSL,No
2783,51,Female,20,67.4,1327.5,30.5,337,310,0,Two year,Mailed check,Fiber optic,No
2784,28,Male,72,64.29,4477.43,37.6,690,397,1,Month-to-month,Credit card,Fiber optic,Yes
2785,58,Female,60,98.49,5877.93,19.9,154,291,0,Month-to-month,Bank transfer,Fiber optic,No
2786,20,Male,73,63.14,4838.28,20.5,572,281,1,Month-to-month,Mailed check,Fiber optic,Yes
2787,45,Male,21,66.81,1415.57,4.1,61,191,1,Month-to-month,Bank transfer,DSL,Yes
2788,46,Female,61,68.75,4287.79,37.2,582,275,2,One year,Mailed check,Fiber optic,No
2789,26,Male,79,62.84,5082.26,25.9,326,14,1,Two year,Credit card,Fiber optic,No
2790,20,Female,26,46.18,1165,36.9,699,329,3,One year,Credit card,Fiber optic,No
2791,42,Male,54,72.79,3756.15,39.9,186,161,1,One year,Credit card,Fiber optic,No
2792,51,Male,42,79.36,3206.99,22.1,445,230,0,One year,Electronic check,Fiber optic,Yes
2793,29,Female,11,83.36,937.1,13,579,381,3,Month-to-month,Credit card,DSL,Yes
2794,59,Male,37,42.24,1555.97,7.1,538,236,0,Two year,Bank transfer,DSL,Yes
2795,26,Female,11,63.51,726.88,34,216,279,0,One year,Electronic check,Fiber optic,No
2796,32,Female,27,79.19,2109.59,6.8,502,78,1,Month-to-month,Credit card,DSL,No
2797,57,Female,83,64.05,5104.92,39.7,438,293,1,One year,Electronic check,Fiber optic,No
2798,42,Male,34,54.72,1947.64,48.4,285,274,0,One year,Electronic check,Fiber optic,No
2799,22,Male,38,89.78,3377.76,5.9,376,37,0,Month-to-month,Mailed check,DSL,Yes
2800,28,Male,61,83.85,5292.95,12.8,532,239,0,Month-to-month,Electronic check,Fiber optic,Yes
2801,51,Female,53,63.69,3222.34,10.8,270,399,3,Month-to-month,Electronic check,DSL,Yes
2802,41,Female,65,83.67,5362.05,13.1,412,375,1,Month-to-month,Mailed check,DSL,No
2803,32,Male,3,66.38,201.02,4.3,336,382,1,Month-to-month,Credit card,DSL,No
2804,55,Male,67,49.82,3345.98,3.9,323,114,0,One year,Bank transfer,DSL,Yes
2805,25,Female,28,70.39,2015.8,27.6,57,199,0,Month-to-month,Electronic check,Fiber optic,Yes
2806,22,Male,14,72.51,1054.02,13.8,568,121,1,One year,Bank transfer,DSL,No
2807,65,Female,52,63.35,3379.39,35,212,187,1,Two year,Electronic check,Fiber optic,No
2808,43,Male,30,66.94,1970.07,18.6,547,183,0,One year,Bank transfer,DSL,No
2809,35,Female,58,73.6,4469.15,31.8,85,291,0,One year,Mailed check,Fiber optic,No
2810,23,Male,54,68.61,3860.2,8.7,126,146,1,Two year,Electronic check,DSL,No
2811,54,Male,69,59.29,4144.21,12.3,218,279,1,One year,Electronic check,DSL,No
2812,65,Female,15,67.66,1015.91,20,282,148,0,Month-to-month,Credit card,DSL,No
2813,30,Female,38,90.79,3455.68,17,572,87,3,Month-to-month,Credit card,DSL,Yes
2814,45,Female,78,72.85,5815.95,3.6,429,177,2,One year,Electronic check,DSL,No
2815,22,Male,14,71.01,992.49,31.5,163,112,0,One year,Mailed check,Fiber optic,No
2816,30,Female,57,62.73,3749.55,8.9,302,125,0,Two year,Bank transfer,DSL,No
2817,34,Female,59,65.41,3940.42,2.5,228,292,2,One year,Credit card,DSL,No
2818,67,Male,8,42.97,334.76,15.7,200,49,0,Two year,Credit card,DSL,No
2819,57,Female,72,93.91,6868.68,13,223,33,0,Month-to-month,Credit card,DSL,No
2820,62,Female,19,60.24,1142.78,46.9,557,319,1,One year,Credit card,Fiber optic,No
2821,49,Female,32,65.24,2016.67,36.7,162,372,1,Two year,Mailed check,Fiber optic,No
2822,46,Male,29,68.76,1997.8,19.7,91,120,1,Month-to-month,Electronic check,DSL,No
2823,68,Male,41,80.74,3429.18,12.5,157,135,0,Month-to-month,Bank transfer,Fiber optic,No
2824,20,Male,75,90.62,6473.42,26.8,555,78,0,Month-to-month,Credit card,Fiber optic,Yes
2825,57,Female,45,54.2,2524.67,2.5,83,209,0,Two year,Mailed check,DSL,No
2826,51,Male,13,94.52,1251.51,15.3,696,82,0,Month-to-month,Mailed check,Fiber optic,No
2827,57,Female,27,77.74,2146.35,7.2,342,207,3,One year,Credit card,DSL,No
2828,44,Female,19,88.94,1756.21,2.6,532,153,5,Month-to-month,Bank transfer,DSL,Yes
2829,30,Female,26,87.77,2383.28,29,489,335,0,Month-to-month,Credit card,Fiber optic,No
2830,62,Male,53,51.95,2696.94,9.2,273,387,0,Two year,Mailed check,DSL,No
2831,50,Male,51,63.5,3374.23,48.3,54,135,0,Month-to-month,Bank transfer,Fiber optic,No
2832,23,Female,37,75.08,2699.22,3.8,64,387,0,Month-to-month,Mailed check,DSL,No
2833,41,Female,9,80.1,695.26,34.3,679,285,1,Month-to-month,Electronic check,Fiber optic,Yes
2834,36,Male,52,71.01,3712.77,16.2,158,155,0,One year,Mailed check,DSL,No
2835,33,Male,54,97.7,5501.42,20.8,550,345,0,Month-to-month,Credit card,Fiber optic,No
2836,57,Male,3,49.89,143,3.3,606,278,2,One year,Bank transfer,DSL,No
2837,45,Female,69,65.65,4542.54,16.1,615,280,1,Two year,Credit card,DSL,No
2838,50,Male,8,82.08,668.36,35.9,307,211,0,Month-to-month,Electronic check,Fiber optic,No
2839,65,Male,14,82.19,1178.9,6.7,473,181,0,Month-to-month,Bank transfer,DSL,Yes
2840,58,Male,3,72.81,218.52,7.4,277,232,1,Month-to-month,Bank transfer,DSL,Yes
2841,30,Female,24,77.26,1868.13,18.6,434,153,0,One year,Bank transfer,DSL,No
2842,60,Male,13,85.86,1111.01,13.3,65,363,0,Month-to-month,Mailed check,DSL,No
2843,62,Female,43,61.19,2689.91,25.3,311,17,1,One year,Credit card,Fiber optic,No
2844,42,Female,29,44.73,1281.51,42,257,68,3,Two year,Bank transfer,Fiber optic,No
2845,59,Female,72,70.67,4976.5,31.4,409,204,1,Month-to-month,Bank transfer,Fiber optic,No
2846,53,Male,51,74.87,3727.79,19.3,480,334,0,One year,Bank transfer,Fiber optic,No
2847,44,Male,42,84.48,3602.58,46.6,125,379,2,Month-to-month,Electronic check,Fiber optic,No
2848,55,Male,31,64.82,2094.74,15,534,287,0,One year,Bank transfer,DSL,No
2849,24,Female,63,60.79,3743.08,34,481,150,0,Month-to-month,Mailed check,Fiber optic,No
2850,22,Male,26,64.57,1636.82,30.5,563,51,1,One year,Mailed check,Fiber optic,No
2851,60,Female,18,72.74,1337.56,13.2,494,184,0,One year,Bank transfer,DSL,No
2852,62,Male,82,75.23,5866.06,24.4,188,374,0,Month-to-month,Mailed check,Fiber optic,Yes
2853,68,Male,57,51.06,3007.69,37.8,443,110,0,Two year,Mailed check,Fiber optic,No
2854,48,Male,7,65.44,452.55,11.5,147,122,0,One year,Bank transfer,Fiber optic,No
2855,40,Male,48,90.77,4531.97,26,380,195,1,Month-to-month,Mailed check,Fiber optic,No
2856,59,Female,80,62.14,5074.88,5.6,684,17,1,Two year,Electronic check,DSL,No
2857,27,Female,60,78.73,4862.08,11,659,32,0,Month-to-month,Bank transfer,DSL,No
2858,49,Female,33,50.36,1607.24,12.9,177,219,0,One year,Credit card,Fiber optic,No
2859,60,Female,3,63.11,186.76,38.8,636,342,0,Month-to-month,Mailed check,Fiber optic,Yes
2860,47,Male,4,52.46,205.24,18.5,57,243,0,One year,Bank transfer,DSL,No
2861,56,Female,4,80.73,329.87,6.4,699,142,1,Month-to-month,Credit card,DSL,No
2862,48,Female,42,95.98,3838.77,46.5,145,40,1,Month-to-month,Electronic check,Fiber optic,Yes
